case,event,startTime,completeTime
547,A,2019/01/18 05:50:28.861,2019/01/18 05:50:28.861
546,M,2019/01/18 05:54:08.320,2019/01/18 05:54:08.320
548,E,2019/01/18 05:54:21.997,2019/01/18 05:54:21.997
547,B,2019/01/18 05:55:44.030,2019/01/18 05:55:44.030
546,O,2019/01/18 05:59:08.258,2019/01/18 05:59:08.258
548,G,2019/01/18 05:59:08.264,2019/01/18 05:59:08.264
549,A,2019/01/18 06:00:00.000,2019/01/18 06:00:00.000
547,C,2019/01/18 06:00:19.624,2019/01/18 06:00:19.624
547,A,2019/01/18 06:04:05.855,2019/01/18 06:04:05.855
548,I,2019/01/18 06:04:08.170,2019/01/18 06:04:08.170
549,B,2019/01/18 06:05:19.987,2019/01/18 06:05:19.987
548,J,2019/01/18 06:09:03.389,2019/01/18 06:09:03.389
547,B,2019/01/18 06:09:23.464,2019/01/18 06:09:23.464
549,C,2019/01/18 06:10:47.226,2019/01/18 06:10:47.226
547,C,2019/01/18 06:14:03.583,2019/01/18 06:14:03.583
548,K,2019/01/18 06:14:12.959,2019/01/18 06:14:12.959
549,A,2019/01/18 06:15:32.826,2019/01/18 06:15:32.826
547,A,2019/01/18 06:19:10.281,2019/01/18 06:19:10.281
548,M,2019/01/18 06:19:31.084,2019/01/18 06:19:31.084
550,A,2019/01/18 06:20:00.000,2019/01/18 06:20:00.000
549,B,2019/01/18 06:20:00.035,2019/01/18 06:20:00.035
547,B,2019/01/18 06:24:06.771,2019/01/18 06:24:06.771
550,D,2019/01/18 06:24:31.677,2019/01/18 06:24:31.677
549,C,2019/01/18 06:25:11.740,2019/01/18 06:25:11.740
548,N,2019/01/18 06:25:27.715,2019/01/18 06:25:27.715
547,C,2019/01/18 06:29:22.679,2019/01/18 06:29:22.679
550,F,2019/01/18 06:30:02.241,2019/01/18 06:30:02.241
549,A,2019/01/18 06:30:48.256,2019/01/18 06:30:48.256
550,E,2019/01/18 06:34:43.931,2019/01/18 06:34:43.931
547,A,2019/01/18 06:34:43.965,2019/01/18 06:34:43.965
549,B,2019/01/18 06:36:04.774,2019/01/18 06:36:04.774
550,G,2019/01/18 06:39:51.418,2019/01/18 06:39:51.418
551,A,2019/01/18 06:40:00.000,2019/01/18 06:40:00.000
547,B,2019/01/18 06:40:00.552,2019/01/18 06:40:00.552
549,C,2019/01/18 06:42:06.054,2019/01/18 06:42:06.054
547,C,2019/01/18 06:44:40.642,2019/01/18 06:44:40.642
550,H,2019/01/18 06:45:08.591,2019/01/18 06:45:08.591
551,B,2019/01/18 06:46:19.726,2019/01/18 06:46:19.726
549,A,2019/01/18 06:46:56.763,2019/01/18 06:46:56.763
547,A,2019/01/18 06:48:15.483,2019/01/18 06:48:15.483
551,C,2019/01/18 06:51:34.621,2019/01/18 06:51:34.621
549,B,2019/01/18 06:51:45.616,2019/01/18 06:51:45.616
547,D,2019/01/18 06:53:43.745,2019/01/18 06:53:43.745
551,A,2019/01/18 06:56:21.868,2019/01/18 06:56:21.868
549,C,2019/01/18 06:56:53.529,2019/01/18 06:56:53.529
547,F,2019/01/18 06:59:08.681,2019/01/18 06:59:08.681
552,A,2019/01/18 07:00:00.000,2019/01/18 07:00:00.000
551,B,2019/01/18 07:01:13.270,2019/01/18 07:01:13.270
549,A,2019/01/18 07:02:16.457,2019/01/18 07:02:16.457
547,E,2019/01/18 07:03:58.645,2019/01/18 07:03:58.645
552,B,2019/01/18 07:05:15.823,2019/01/18 07:05:15.823
551,C,2019/01/18 07:06:23.114,2019/01/18 07:06:23.114
549,B,2019/01/18 07:07:33.820,2019/01/18 07:07:33.820
547,G,2019/01/18 07:09:35.556,2019/01/18 07:09:35.556
552,C,2019/01/18 07:10:40.161,2019/01/18 07:10:40.161
551,A,2019/01/18 07:11:04.133,2019/01/18 07:11:04.133
549,C,2019/01/18 07:12:28.574,2019/01/18 07:12:28.574
547,H,2019/01/18 07:14:08.727,2019/01/18 07:14:08.727
552,A,2019/01/18 07:14:57.029,2019/01/18 07:14:57.029
551,D,2019/01/18 07:15:55.907,2019/01/18 07:15:55.907
549,A,2019/01/18 07:17:24.472,2019/01/18 07:17:24.472
553,A,2019/01/18 07:20:00.000,2019/01/18 07:20:00.000
552,B,2019/01/18 07:20:03.805,2019/01/18 07:20:03.805
551,F,2019/01/18 07:21:00.055,2019/01/18 07:21:00.055
549,D,2019/01/18 07:23:25.057,2019/01/18 07:23:25.057
553,D,2019/01/18 07:24:08.205,2019/01/18 07:24:08.205
552,C,2019/01/18 07:24:51.349,2019/01/18 07:24:51.349
551,E,2019/01/18 07:25:41.629,2019/01/18 07:25:41.629
549,F,2019/01/18 07:27:51.055,2019/01/18 07:27:51.055
553,F,2019/01/18 07:28:47.254,2019/01/18 07:28:47.254
552,A,2019/01/18 07:29:44.503,2019/01/18 07:29:44.503
551,G,2019/01/18 07:31:03.324,2019/01/18 07:31:03.324
549,E,2019/01/18 07:32:49.799,2019/01/18 07:32:49.799
553,E,2019/01/18 07:33:22.511,2019/01/18 07:33:22.511
552,D,2019/01/18 07:34:48.892,2019/01/18 07:34:48.892
551,I,2019/01/18 07:35:51.918,2019/01/18 07:35:51.918
549,G,2019/01/18 07:38:03.425,2019/01/18 07:38:03.425
553,G,2019/01/18 07:39:09.802,2019/01/18 07:39:09.802
554,A,2019/01/18 07:40:00.000,2019/01/18 07:40:00.000
552,F,2019/01/18 07:40:40.151,2019/01/18 07:40:40.151
551,J,2019/01/18 07:41:18.364,2019/01/18 07:41:18.364
549,H,2019/01/18 07:43:14.411,2019/01/18 07:43:14.411
553,H,2019/01/18 07:43:55.216,2019/01/18 07:43:55.216
554,B,2019/01/18 07:44:30.753,2019/01/18 07:44:30.753
552,E,2019/01/18 07:45:50.561,2019/01/18 07:45:50.561
551,K,2019/01/18 07:45:59.576,2019/01/18 07:45:59.576
554,C,2019/01/18 07:49:04.283,2019/01/18 07:49:04.283
552,G,2019/01/18 07:50:30.827,2019/01/18 07:50:30.827
551,M,2019/01/18 07:51:07.620,2019/01/18 07:51:07.620
554,A,2019/01/18 07:53:57.055,2019/01/18 07:53:57.055
552,H,2019/01/18 07:55:39.298,2019/01/18 07:55:39.298
551,N,2019/01/18 07:56:22.142,2019/01/18 07:56:22.142
554,B,2019/01/18 07:58:53.106,2019/01/18 07:58:53.106
555,A,2019/01/18 08:00:00.000,2019/01/18 08:00:00.000
554,C,2019/01/18 08:02:45.754,2019/01/18 08:02:45.754
555,B,2019/01/18 08:04:54.834,2019/01/18 08:04:54.834
554,A,2019/01/18 08:07:20.147,2019/01/18 08:07:20.147
555,C,2019/01/18 08:10:42.601,2019/01/18 08:10:42.601
554,B,2019/01/18 08:12:03.472,2019/01/18 08:12:03.472
555,A,2019/01/18 08:16:12.441,2019/01/18 08:16:12.441
554,C,2019/01/18 08:16:49.425,2019/01/18 08:16:49.425
556,A,2019/01/18 08:20:00.000,2019/01/18 08:20:00.000
554,A,2019/01/18 08:21:09.772,2019/01/18 08:21:09.772
555,D,2019/01/18 08:21:19.758,2019/01/18 08:21:19.758
556,B,2019/01/18 08:25:09.739,2019/01/18 08:25:09.739
554,B,2019/01/18 08:26:17.218,2019/01/18 08:26:17.218
555,F,2019/01/18 08:26:21.476,2019/01/18 08:26:21.476
556,C,2019/01/18 08:29:52.227,2019/01/18 08:29:52.227
554,C,2019/01/18 08:31:26.105,2019/01/18 08:31:26.105
555,E,2019/01/18 08:31:30.531,2019/01/18 08:31:30.531
556,A,2019/01/18 08:34:28.249,2019/01/18 08:34:28.249
554,A,2019/01/18 08:36:24.218,2019/01/18 08:36:24.218
555,G,2019/01/18 08:36:27.932,2019/01/18 08:36:27.932
556,D,2019/01/18 08:39:16.579,2019/01/18 08:39:16.579
557,A,2019/01/18 08:40:00.000,2019/01/18 08:40:00.000
554,D,2019/01/18 08:41:02.416,2019/01/18 08:41:02.416
555,I,2019/01/18 08:41:21.385,2019/01/18 08:41:21.385
556,F,2019/01/18 08:44:27.824,2019/01/18 08:44:27.824
557,D,2019/01/18 08:45:05.583,2019/01/18 08:45:05.583
554,F,2019/01/18 08:46:02.481,2019/01/18 08:46:02.481
555,J,2019/01/18 08:46:32.944,2019/01/18 08:46:32.944
557,F,2019/01/18 08:49:13.799,2019/01/18 08:49:13.799
556,E,2019/01/18 08:50:20.877,2019/01/18 08:50:20.877
554,E,2019/01/18 08:51:02.487,2019/01/18 08:51:02.487
555,L,2019/01/18 08:51:05.242,2019/01/18 08:51:05.242
557,E,2019/01/18 08:54:06.932,2019/01/18 08:54:06.932
556,G,2019/01/18 08:55:28.712,2019/01/18 08:55:28.712
555,M,2019/01/18 08:55:36.294,2019/01/18 08:55:36.294
554,G,2019/01/18 08:55:57.503,2019/01/18 08:55:57.503
557,G,2019/01/18 08:58:40.980,2019/01/18 08:58:40.980
556,H,2019/01/18 08:59:56.970,2019/01/18 08:59:56.970
558,A,2019/01/18 09:00:00.000,2019/01/18 09:00:00.000
554,H,2019/01/18 09:00:28.342,2019/01/18 09:00:28.342
555,N,2019/01/18 09:01:07.351,2019/01/18 09:01:07.351
557,I,2019/01/18 09:03:46.294,2019/01/18 09:03:46.294
558,B,2019/01/18 09:05:09.947,2019/01/18 09:05:09.947
557,J,2019/01/18 09:08:58.390,2019/01/18 09:08:58.390
558,C,2019/01/18 09:09:19.490,2019/01/18 09:09:19.490
558,A,2019/01/18 09:14:04.820,2019/01/18 09:14:04.820
557,L,2019/01/18 09:14:25.194,2019/01/18 09:14:25.194
557,M,2019/01/18 09:19:32.061,2019/01/18 09:19:32.061
558,B,2019/01/18 09:19:55.027,2019/01/18 09:19:55.027
559,A,2019/01/18 09:20:00.000,2019/01/18 09:20:00.000
559,D,2019/01/18 09:25:12.082,2019/01/18 09:25:12.082
558,C,2019/01/18 09:25:18.657,2019/01/18 09:25:18.657
557,N,2019/01/18 09:25:28.422,2019/01/18 09:25:28.422
558,A,2019/01/18 09:30:33.499,2019/01/18 09:30:33.499
559,F,2019/01/18 09:31:15.435,2019/01/18 09:31:15.435
558,B,2019/01/18 09:35:25.244,2019/01/18 09:35:25.244
559,E,2019/01/18 09:36:33.839,2019/01/18 09:36:33.839
558,C,2019/01/18 09:39:47.032,2019/01/18 09:39:47.032
560,A,2019/01/18 09:40:00.000,2019/01/18 09:40:00.000
559,G,2019/01/18 09:41:42.228,2019/01/18 09:41:42.228
558,A,2019/01/18 09:44:49.004,2019/01/18 09:44:49.004
560,D,2019/01/18 09:44:55.710,2019/01/18 09:44:55.710
559,I,2019/01/18 09:46:45.676,2019/01/18 09:46:45.676
558,B,2019/01/18 09:49:22.548,2019/01/18 09:49:22.548
560,F,2019/01/18 09:49:29.268,2019/01/18 09:49:29.268
559,J,2019/01/18 09:51:45.932,2019/01/18 09:51:45.932
560,E,2019/01/18 09:54:11.256,2019/01/18 09:54:11.256
558,C,2019/01/18 09:54:16.318,2019/01/18 09:54:16.318
559,L,2019/01/18 09:56:58.922,2019/01/18 09:56:58.922
560,G,2019/01/18 09:59:25.469,2019/01/18 09:59:25.469
558,A,2019/01/18 09:59:47.662,2019/01/18 09:59:47.662
561,A,2019/01/18 10:00:00.000,2019/01/18 10:00:00.000
559,M,2019/01/18 10:02:12.529,2019/01/18 10:02:12.529
561,D,2019/01/18 10:04:06.690,2019/01/18 10:04:06.690
560,I,2019/01/18 10:04:49.227,2019/01/18 10:04:49.227
558,D,2019/01/18 10:05:02.705,2019/01/18 10:05:02.705
559,N,2019/01/18 10:06:32.428,2019/01/18 10:06:32.428
561,F,2019/01/18 10:08:59.126,2019/01/18 10:08:59.126
558,F,2019/01/18 10:09:21.729,2019/01/18 10:09:21.729
560,J,2019/01/18 10:09:46.082,2019/01/18 10:09:46.082
558,E,2019/01/18 10:13:31.837,2019/01/18 10:13:31.837
561,E,2019/01/18 10:13:54.824,2019/01/18 10:13:54.824
560,K,2019/01/18 10:15:09.189,2019/01/18 10:15:09.189
558,G,2019/01/18 10:18:49.273,2019/01/18 10:18:49.273
561,G,2019/01/18 10:19:13.366,2019/01/18 10:19:13.366
560,M,2019/01/18 10:19:50.906,2019/01/18 10:19:50.906
562,A,2019/01/18 10:20:00.000,2019/01/18 10:20:00.000
558,H,2019/01/18 10:23:21.425,2019/01/18 10:23:21.425
561,I,2019/01/18 10:24:27.386,2019/01/18 10:24:27.386
560,O,2019/01/18 10:25:05.313,2019/01/18 10:25:05.313
562,D,2019/01/18 10:25:08.596,2019/01/18 10:25:08.596
561,J,2019/01/18 10:29:23.486,2019/01/18 10:29:23.486
562,F,2019/01/18 10:29:31.485,2019/01/18 10:29:31.485
561,K,2019/01/18 10:34:35.790,2019/01/18 10:34:35.790
562,E,2019/01/18 10:35:07.403,2019/01/18 10:35:07.403
561,M,2019/01/18 10:39:43.368,2019/01/18 10:39:43.368
563,A,2019/01/18 10:40:00.000,2019/01/18 10:40:00.000
562,G,2019/01/18 10:40:15.561,2019/01/18 10:40:15.561
561,N,2019/01/18 10:44:56.364,2019/01/18 10:44:56.364
562,H,2019/01/18 10:44:56.393,2019/01/18 10:44:56.393
563,D,2019/01/18 10:45:28.557,2019/01/18 10:45:28.557
563,F,2019/01/18 10:50:20.980,2019/01/18 10:50:20.980
563,E,2019/01/18 10:54:58.153,2019/01/18 10:54:58.153
564,A,2019/01/18 11:00:00.000,2019/01/18 11:00:00.000
563,G,2019/01/18 11:00:03.203,2019/01/18 11:00:03.203
564,B,2019/01/18 11:04:58.921,2019/01/18 11:04:58.921
563,I,2019/01/18 11:05:09.169,2019/01/18 11:05:09.169
563,J,2019/01/18 11:09:13.446,2019/01/18 11:09:13.446
564,C,2019/01/18 11:10:01.125,2019/01/18 11:10:01.125
563,L,2019/01/18 11:13:43.868,2019/01/18 11:13:43.868
564,A,2019/01/18 11:15:03.970,2019/01/18 11:15:03.970
564,B,2019/01/18 11:19:26.073,2019/01/18 11:19:26.073
563,M,2019/01/18 11:19:39.188,2019/01/18 11:19:39.188
565,A,2019/01/18 11:20:00.000,2019/01/18 11:20:00.000
564,C,2019/01/18 11:23:56.588,2019/01/18 11:23:56.588
563,O,2019/01/18 11:24:41.334,2019/01/18 11:24:41.334
565,D,2019/01/18 11:25:33.262,2019/01/18 11:25:33.262
564,A,2019/01/18 11:28:46.170,2019/01/18 11:28:46.170
565,F,2019/01/18 11:30:28.052,2019/01/18 11:30:28.052
564,B,2019/01/18 11:33:24.896,2019/01/18 11:33:24.896
565,E,2019/01/18 11:35:41.582,2019/01/18 11:35:41.582
564,C,2019/01/18 11:38:08.264,2019/01/18 11:38:08.264
566,A,2019/01/18 11:40:00.000,2019/01/18 11:40:00.000
565,G,2019/01/18 11:40:48.609,2019/01/18 11:40:48.609
564,A,2019/01/18 11:43:40.093,2019/01/18 11:43:40.093
565,H,2019/01/18 11:44:49.105,2019/01/18 11:44:49.105
566,B,2019/01/18 11:45:20.402,2019/01/18 11:45:20.402
564,B,2019/01/18 11:49:43.270,2019/01/18 11:49:43.270
566,C,2019/01/18 11:50:02.167,2019/01/18 11:50:02.167
564,C,2019/01/18 11:54:22.793,2019/01/18 11:54:22.793
566,A,2019/01/18 11:55:06.732,2019/01/18 11:55:06.732
564,A,2019/01/18 11:59:20.991,2019/01/18 11:59:20.991
567,A,2019/01/18 12:00:00.000,2019/01/18 12:00:00.000
566,B,2019/01/18 12:00:14.353,2019/01/18 12:00:14.353
564,D,2019/01/18 12:04:39.776,2019/01/18 12:04:39.776
566,C,2019/01/18 12:04:42.937,2019/01/18 12:04:42.937
567,D,2019/01/18 12:05:06.895,2019/01/18 12:05:06.895
566,A,2019/01/18 12:08:59.069,2019/01/18 12:08:59.069
567,F,2019/01/18 12:10:00.521,2019/01/18 12:10:00.521
564,F,2019/01/18 12:10:25.037,2019/01/18 12:10:25.037
566,D,2019/01/18 12:13:10.720,2019/01/18 12:13:10.720
567,E,2019/01/18 12:14:27.456,2019/01/18 12:14:27.456
564,E,2019/01/18 12:15:21.616,2019/01/18 12:15:21.616
566,F,2019/01/18 12:17:59.081,2019/01/18 12:17:59.081
567,G,2019/01/18 12:19:15.163,2019/01/18 12:19:15.163
564,G,2019/01/18 12:19:45.464,2019/01/18 12:19:45.464
568,A,2019/01/18 12:20:00.000,2019/01/18 12:20:00.000
566,E,2019/01/18 12:23:32.613,2019/01/18 12:23:32.613
567,H,2019/01/18 12:23:41.516,2019/01/18 12:23:41.516
564,H,2019/01/18 12:24:32.552,2019/01/18 12:24:32.552
568,D,2019/01/18 12:25:47.946,2019/01/18 12:25:47.946
566,G,2019/01/18 12:29:32.097,2019/01/18 12:29:32.097
568,F,2019/01/18 12:30:07.131,2019/01/18 12:30:07.131
566,H,2019/01/18 12:33:55.374,2019/01/18 12:33:55.374
568,E,2019/01/18 12:35:28.792,2019/01/18 12:35:28.792
568,G,2019/01/18 12:39:53.478,2019/01/18 12:39:53.478
569,A,2019/01/18 12:40:00.000,2019/01/18 12:40:00.000
568,H,2019/01/18 12:44:15.419,2019/01/18 12:44:15.419
569,B,2019/01/18 12:45:23.884,2019/01/18 12:45:23.884
569,C,2019/01/18 12:49:58.872,2019/01/18 12:49:58.872
569,A,2019/01/18 12:55:09.840,2019/01/18 12:55:09.840
570,A,2019/01/18 13:00:00.000,2019/01/18 13:00:00.000
569,D,2019/01/18 13:00:16.290,2019/01/18 13:00:16.290
569,F,2019/01/18 13:04:15.834,2019/01/18 13:04:15.834
570,B,2019/01/18 13:05:36.496,2019/01/18 13:05:36.496
569,E,2019/01/18 13:09:03.753,2019/01/18 13:09:03.753
570,C,2019/01/18 13:10:36.991,2019/01/18 13:10:36.991
569,G,2019/01/18 13:14:30.969,2019/01/18 13:14:30.969
570,A,2019/01/18 13:15:04.416,2019/01/18 13:15:04.416
569,H,2019/01/18 13:19:37.251,2019/01/18 13:19:37.251
571,A,2019/01/18 13:20:00.000,2019/01/18 13:20:00.000
570,B,2019/01/18 13:20:35.993,2019/01/18 13:20:35.993
571,B,2019/01/18 13:25:05.292,2019/01/18 13:25:05.292
570,C,2019/01/18 13:25:15.953,2019/01/18 13:25:15.953
570,A,2019/01/18 13:30:05.696,2019/01/18 13:30:05.696
571,C,2019/01/18 13:30:14.371,2019/01/18 13:30:14.371
571,A,2019/01/18 13:34:14.508,2019/01/18 13:34:14.508
570,D,2019/01/18 13:35:33.526,2019/01/18 13:35:33.526
572,A,2019/01/18 13:40:00.000,2019/01/18 13:40:00.000
570,F,2019/01/18 13:40:06.501,2019/01/18 13:40:06.501
571,B,2019/01/18 13:40:11.390,2019/01/18 13:40:11.390
570,E,2019/01/18 13:44:16.053,2019/01/18 13:44:16.053
571,C,2019/01/18 13:44:48.471,2019/01/18 13:44:48.471
572,B,2019/01/18 13:45:02.546,2019/01/18 13:45:02.546
571,A,2019/01/18 13:49:23.394,2019/01/18 13:49:23.394
570,G,2019/01/18 13:49:49.280,2019/01/18 13:49:49.280
572,C,2019/01/18 13:50:50.436,2019/01/18 13:50:50.436
570,H,2019/01/18 13:54:00.735,2019/01/18 13:54:00.735
571,D,2019/01/18 13:54:10.564,2019/01/18 13:54:10.564
572,A,2019/01/18 13:55:42.182,2019/01/18 13:55:42.182
571,F,2019/01/18 13:58:20.809,2019/01/18 13:58:20.809
573,A,2019/01/18 14:00:00.000,2019/01/18 14:00:00.000
572,B,2019/01/18 14:00:11.272,2019/01/18 14:00:11.272
571,E,2019/01/18 14:04:16.557,2019/01/18 14:04:16.557
572,C,2019/01/18 14:05:16.260,2019/01/18 14:05:16.260
573,B,2019/01/18 14:05:21.574,2019/01/18 14:05:21.574
571,G,2019/01/18 14:09:35.042,2019/01/18 14:09:35.042
573,C,2019/01/18 14:10:54.442,2019/01/18 14:10:54.442
572,A,2019/01/18 14:11:23.016,2019/01/18 14:11:23.016
571,H,2019/01/18 14:14:14.441,2019/01/18 14:14:14.441
573,A,2019/01/18 14:15:54.384,2019/01/18 14:15:54.384
572,D,2019/01/18 14:17:01.916,2019/01/18 14:17:01.916
574,A,2019/01/18 14:20:00.000,2019/01/18 14:20:00.000
573,D,2019/01/18 14:20:14.785,2019/01/18 14:20:14.785
572,F,2019/01/18 14:21:49.286,2019/01/18 14:21:49.286
574,D,2019/01/18 14:25:17.708,2019/01/18 14:25:17.708
573,F,2019/01/18 14:25:50.080,2019/01/18 14:25:50.080
572,E,2019/01/18 14:27:38.138,2019/01/18 14:27:38.138
573,E,2019/01/18 14:31:28.279,2019/01/18 14:31:28.279
574,F,2019/01/18 14:31:40.051,2019/01/18 14:31:40.051
572,G,2019/01/18 14:32:16.075,2019/01/18 14:32:16.075
573,G,2019/01/18 14:36:25.389,2019/01/18 14:36:25.389
574,E,2019/01/18 14:36:51.355,2019/01/18 14:36:51.355
572,H,2019/01/18 14:37:33.046,2019/01/18 14:37:33.046
575,A,2019/01/18 14:40:00.000,2019/01/18 14:40:00.000
573,H,2019/01/18 14:40:50.356,2019/01/18 14:40:50.356
574,G,2019/01/18 14:42:03.296,2019/01/18 14:42:03.296
575,B,2019/01/18 14:45:21.333,2019/01/18 14:45:21.333
574,I,2019/01/18 14:46:46.855,2019/01/18 14:46:46.855
575,C,2019/01/18 14:49:21.350,2019/01/18 14:49:21.350
574,J,2019/01/18 14:52:44.087,2019/01/18 14:52:44.087
575,A,2019/01/18 14:54:41.206,2019/01/18 14:54:41.206
574,L,2019/01/18 14:58:37.752,2019/01/18 14:58:37.752
575,B,2019/01/18 14:59:11.857,2019/01/18 14:59:11.857
576,A,2019/01/18 15:00:00.000,2019/01/18 15:00:00.000
575,C,2019/01/18 15:03:45.706,2019/01/18 15:03:45.706
574,M,2019/01/18 15:04:28.819,2019/01/18 15:04:28.819
576,B,2019/01/18 15:04:29.816,2019/01/18 15:04:29.816
575,A,2019/01/18 15:08:57.564,2019/01/18 15:08:57.564
574,O,2019/01/18 15:09:15.211,2019/01/18 15:09:15.211
576,C,2019/01/18 15:09:56.102,2019/01/18 15:09:56.102
575,D,2019/01/18 15:14:27.917,2019/01/18 15:14:27.917
576,A,2019/01/18 15:15:24.759,2019/01/18 15:15:24.759
575,F,2019/01/18 15:18:59.097,2019/01/18 15:18:59.097
577,A,2019/01/18 15:20:00.000,2019/01/18 15:20:00.000
576,D,2019/01/18 15:20:15.299,2019/01/18 15:20:15.299
575,E,2019/01/18 15:23:47.058,2019/01/18 15:23:47.058
576,F,2019/01/18 15:24:43.080,2019/01/18 15:24:43.080
577,B,2019/01/18 15:26:16.896,2019/01/18 15:26:16.896
576,E,2019/01/18 15:29:14.595,2019/01/18 15:29:14.595
575,G,2019/01/18 15:29:29.563,2019/01/18 15:29:29.563
577,C,2019/01/18 15:31:10.217,2019/01/18 15:31:10.217
576,G,2019/01/18 15:33:49.497,2019/01/18 15:33:49.497
575,H,2019/01/18 15:34:10.552,2019/01/18 15:34:10.552
577,A,2019/01/18 15:37:01.769,2019/01/18 15:37:01.769
576,I,2019/01/18 15:39:52.769,2019/01/18 15:39:52.769
578,A,2019/01/18 15:40:00.000,2019/01/18 15:40:00.000
577,B,2019/01/18 15:41:54.934,2019/01/18 15:41:54.934
576,J,2019/01/18 15:45:43.546,2019/01/18 15:45:43.546
578,D,2019/01/18 15:45:58.635,2019/01/18 15:45:58.635
577,C,2019/01/18 15:47:07.799,2019/01/18 15:47:07.799
576,K,2019/01/18 15:49:48.609,2019/01/18 15:49:48.609
578,F,2019/01/18 15:50:47.628,2019/01/18 15:50:47.628
577,A,2019/01/18 15:52:11.082,2019/01/18 15:52:11.082
576,M,2019/01/18 15:54:52.876,2019/01/18 15:54:52.876
578,E,2019/01/18 15:56:09.097,2019/01/18 15:56:09.097
577,D,2019/01/18 15:57:22.928,2019/01/18 15:57:22.928
579,A,2019/01/18 16:00:00.000,2019/01/18 16:00:00.000
576,O,2019/01/18 16:00:38.043,2019/01/18 16:00:38.043
578,G,2019/01/18 16:01:11.892,2019/01/18 16:01:11.892
577,F,2019/01/18 16:02:53.570,2019/01/18 16:02:53.570
579,B,2019/01/18 16:05:04.205,2019/01/18 16:05:04.205
578,H,2019/01/18 16:06:16.092,2019/01/18 16:06:16.092
577,E,2019/01/18 16:09:00.748,2019/01/18 16:09:00.748
579,C,2019/01/18 16:10:56.790,2019/01/18 16:10:56.790
577,G,2019/01/18 16:13:43.445,2019/01/18 16:13:43.445
579,A,2019/01/18 16:16:06.019,2019/01/18 16:16:06.019
577,H,2019/01/18 16:19:05.322,2019/01/18 16:19:05.322
580,A,2019/01/18 16:20:00.000,2019/01/18 16:20:00.000
579,B,2019/01/18 16:21:00.725,2019/01/18 16:21:00.725
580,B,2019/01/18 16:23:52.145,2019/01/18 16:23:52.145
579,C,2019/01/18 16:26:48.008,2019/01/18 16:26:48.008
580,C,2019/01/18 16:29:02.342,2019/01/18 16:29:02.342
579,A,2019/01/18 16:31:28.165,2019/01/18 16:31:28.165
580,A,2019/01/18 16:34:16.745,2019/01/18 16:34:16.745
579,B,2019/01/18 16:37:24.184,2019/01/18 16:37:24.184
580,D,2019/01/18 16:39:41.782,2019/01/18 16:39:41.782
581,A,2019/01/18 16:40:00.000,2019/01/18 16:40:00.000
579,C,2019/01/18 16:42:50.570,2019/01/18 16:42:50.570
580,F,2019/01/18 16:44:56.563,2019/01/18 16:44:56.563
581,D,2019/01/18 16:45:03.323,2019/01/18 16:45:03.323
579,A,2019/01/18 16:47:24.279,2019/01/18 16:47:24.279
581,F,2019/01/18 16:49:49.454,2019/01/18 16:49:49.454
580,E,2019/01/18 16:50:01.101,2019/01/18 16:50:01.101
579,D,2019/01/18 16:51:46.894,2019/01/18 16:51:46.894
581,E,2019/01/18 16:53:54.355,2019/01/18 16:53:54.355
580,G,2019/01/18 16:55:42.698,2019/01/18 16:55:42.698
579,F,2019/01/18 16:57:15.729,2019/01/18 16:57:15.729
581,G,2019/01/18 16:59:07.762,2019/01/18 16:59:07.762
582,A,2019/01/18 17:00:00.000,2019/01/18 17:00:00.000
580,H,2019/01/18 17:00:57.878,2019/01/18 17:00:57.878
579,E,2019/01/18 17:02:50.241,2019/01/18 17:02:50.241
581,I,2019/01/18 17:04:35.097,2019/01/18 17:04:35.097
582,D,2019/01/18 17:04:50.068,2019/01/18 17:04:50.068
579,G,2019/01/18 17:07:32.288,2019/01/18 17:07:32.288
581,J,2019/01/18 17:09:08.265,2019/01/18 17:09:08.265
582,F,2019/01/18 17:10:16.031,2019/01/18 17:10:16.031
579,I,2019/01/18 17:12:24.490,2019/01/18 17:12:24.490
581,K,2019/01/18 17:15:07.054,2019/01/18 17:15:07.054
582,E,2019/01/18 17:15:22.384,2019/01/18 17:15:22.384
579,J,2019/01/18 17:16:53.727,2019/01/18 17:16:53.727
583,A,2019/01/18 17:20:00.000,2019/01/18 17:20:00.000
581,M,2019/01/18 17:20:04.575,2019/01/18 17:20:04.575
582,G,2019/01/18 17:20:27.692,2019/01/18 17:20:27.692
579,K,2019/01/18 17:21:54.873,2019/01/18 17:21:54.873
583,D,2019/01/18 17:25:33.985,2019/01/18 17:25:33.985
581,O,2019/01/18 17:25:52.858,2019/01/18 17:25:52.858
582,H,2019/01/18 17:26:20.125,2019/01/18 17:26:20.125
579,M,2019/01/18 17:27:08.887,2019/01/18 17:27:08.887
583,F,2019/01/18 17:30:44.866,2019/01/18 17:30:44.866
579,N,2019/01/18 17:32:06.245,2019/01/18 17:32:06.245
583,E,2019/01/18 17:35:32.680,2019/01/18 17:35:32.680
584,A,2019/01/18 17:40:00.000,2019/01/18 17:40:00.000
583,G,2019/01/18 17:40:21.022,2019/01/18 17:40:21.022
584,D,2019/01/18 17:45:26.574,2019/01/18 17:45:26.574
583,H,2019/01/18 17:45:32.536,2019/01/18 17:45:32.536
584,F,2019/01/18 17:50:08.635,2019/01/18 17:50:08.635
584,E,2019/01/18 17:55:04.998,2019/01/18 17:55:04.998
